keyword,search_volume,kd,cpc,competition,intent,competitor_count,best_competitor_position,best_competitor_domain,best_competitor_url,all_competitors,our_position,our_url,opportunity_score,serp_features
porch suppliers,40,20,1.5899999141693115,0.6000000238418579,commercial,2,30,sunburstdeck.com,https://sunburstdeck.com/porch-design/,sunburstdeck.com #30; stoneridgeoutdoor.com #40,,,1.29,"organic, popular_products, local_pack, people_also_ask, related_searches, images"
12x12 trex deck cost,40,3,1.9900000095367432,0.7599999904632568,transactional,1,30,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #30,,,1.29,"ai_overview, organic, people_also_ask, video, related_searches, images"
building a four-season room,40,0,28.200000762939453,0.8500000238418579,informational,1,30,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #30,,,1.29,"ai_overview, video, people_also_ask, organic, discussions_and_forums, perspectives, images, related_searches"
how much trex do i need,40,7,1.090000033378601,0.23999999463558197,informational,1,30,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #30,,,1.29,"organic, ai_overview, people_also_ask, related_searches"
trex steps cost,40,0,2.6600000858306885,0.5099999904632568,informational,1,30,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #30,,,1.29,"ai_overview, popular_products, people_also_ask, organic, images, related_searches"
trex price per foot,50,0,0.7400000095367432,1,commercial,1,38,battlefielddecks.com,https://battlefielddecks.com/is-a-trex-deck-worth-the-cost-fairfax-va/,battlefielddecks.com #38,,,1.28,"popular_products, people_also_ask, ai_overview, organic, related_searches"
builders deck and fence,50,16,13.369999885559082,0.3700000047683716,commercial,1,38,nvdeck.com,https://www.nvdeck.com/,nvdeck.com #38,,,1.28,"local_pack, organic, perspectives, related_searches"
deck building codes virginia,90,0,,0.03999999910593033,informational,1,70,battlefielddecks.com,https://battlefielddecks.com/custom-backyard-decks-in-fairfax-county-va-guide-and-permit-information/,battlefielddecks.com #70,,,1.27,"ai_overview, organic, people_also_ask, images, related_searches"
home deck builders near me,70,26,12.119999885559082,0.3100000023841858,commercial,1,54,decksva.com,https://www.decksva.com/,decksva.com #54,,,1.27,"local_pack, people_also_ask, organic, related_searches"
stoneridge developments,70,0,,0.029999999329447746,navigational,1,54,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/,stoneridgeoutdoor.com #54,,,1.27,"organic, related_searches, knowledge_graph, google_reviews"
deck replacement companies,110,34,16.149999618530273,0.6200000047683716,commercial,1,87,decksva.com,https://www.decksva.com/,decksva.com #87,,,1.25,"local_pack, people_also_ask, organic, discussions_and_forums, people_also_search, perspectives, related_searches"
eze breeze installers near me,110,0,14.600000381469727,0.7099999785423279,commercial,1,87,northerndeckworks.com,https://www.northerndeckworks.com/services,northerndeckworks.com #87,,,1.25,"local_pack, organic, people_also_ask, related_searches"
eze-breeze installers near me,110,0,14.600000381469727,0.7099999785423279,commercial,1,87,northerndeckworks.com,https://www.northerndeckworks.com/services,northerndeckworks.com #87,,,1.25,"local_pack, organic, people_also_ask, related_searches"
decks and porch solutions llc,90,4,11.609999656677246,0.12999999523162842,navigational,1,71,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/richmond/,stoneridgeoutdoor.com #71,,,1.25,"organic, related_searches, google_reviews, knowledge_graph"
decks and porches near me,70,8,12.640000343322754,0.699999988079071,transactional,1,55,steadfastinc.com,https://www.steadfastinc.com/service-area/springfield-va,steadfastinc.com #55,,,1.25,"local_pack, people_also_ask, organic, related_searches"
how to care for trex deck,50,0,1.2400000095367432,0.5400000214576721,informational,1,39,battlefielddecks.com,https://battlefielddecks.com/how-to-clean-trex-decking/,battlefielddecks.com #39,,,1.25,"ai_overview, organic, people_also_ask, video, perspectives, related_searches"
decks are us,50,0,7.099999904632568,0.7200000286102295,informational,1,39,deckbuildersinc.com,https://www.deckbuildersinc.com/,deckbuildersinc.com #39,,,1.25,"local_pack, organic, people_also_search, people_also_ask, related_searches, images"
how to restore a weathered deck,50,0,3.140000104904175,0.4099999964237213,informational,1,39,deckguru.com,https://deckguru.com/blog/how-to-restore-a-weathered-deck-a-complete-guide/,deckguru.com #39,,,1.25,"ai_overview, video, people_also_ask, perspectives, organic, discussions_and_forums, short_videos, related_searches"
under porch skirting,50,0,0.4000000059604645,0.8799999952316284,transactional,1,39,deckguru.com,https://deckguru.com/deck-skirting-ideas-2025/,deckguru.com #39,,,1.25,"images, organic, video, people_also_ask, short_videos, popular_products, related_searches"
will composite decking rot,50,0,,0.019999999552965164,informational,1,39,deckguru.com,https://deckguru.com/looking-out-for-rotted-deck-boards/,deckguru.com #39,,,1.25,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches"
woodstock deck builders,50,0,13.359999656677246,0.46000000834465027,navigational,1,39,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/deck-builder-woodstock-va/,stoneridgeoutdoor.com #39,,,1.25,"local_pack, organic, people_also_ask, related_searches"
second story screened in deck,50,0,0.3400000035762787,0.9200000166893005,informational,1,39,velerodeckdesigns.com,https://velerodeckdesigns.com/gallery/screened-porch/,velerodeckdesigns.com #39,,,1.25,"images, organic, people_also_ask, video, related_searches"
cost of replacing decking boards,40,0,7.260000228881836,0.5699999928474426,informational,1,31,deckguru.com,https://deckguru.com/blog/how-much-does-a-deck-replacement-cost/,deckguru.com #31,,,1.25,"ai_overview, organic, people_also_ask, discussions_and_forums, video, related_searches"
custom deck covers,40,0,9.109999656677246,1,transactional,1,31,sunburstdeck.com,https://sunburstdeck.com/patio-design/patio-covers/,sunburstdeck.com #31,,,1.25,"organic, people_also_search, video, people_also_ask, related_searches, images"
how much does a 4 season sunroom cost,40,0,12.4399995803833,0.8100000023841858,informational,1,31,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #31,,,1.25,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches, popular_products"
how much to build a deck with trex,40,0,1.309999942779541,0.33000001311302185,informational,1,31,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #31,,,1.25,"ai_overview, organic, people_also_ask, related_searches"
deck with screened porch ideas,40,0,38.47999954223633,0.8700000047683716,informational,1,31,velerodeckdesigns.com,https://velerodeckdesigns.com/gallery/screened-porch/,velerodeckdesigns.com #31,,,1.25,"images, organic, video, popular_products, people_also_ask, related_searches"
how long does it take to build a gunite pool,30,0,4.320000171661377,0.11999999731779099,informational,1,23,deckscapesofva.com,https://deckscapesofva.com/blog/how-long-does-it-take-to-build-a-pool,deckscapesofva.com #23,,,1.25,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches"
landscaping and decks,30,4,18.399999618530273,0.6100000143051147,commercial,1,23,deckscapesofva.com,https://deckscapesofva.com/,deckscapesofva.com #23,,,1.25,"local_pack, organic, people_also_ask, video, related_searches, images"
outdoor patio ceiling materials,30,0,1.0099999904632568,0.7799999713897705,commercial,1,23,deckscapesofva.com,https://deckscapesofva.com/blog/comparing-porch-materials-pvc-composite-wood,deckscapesofva.com #23,,,1.25,"organic, images, people_also_ask, popular_products, video, related_searches"
slate patio cost,30,4,2.700000047683716,0.699999988079071,informational,1,23,deckscapesofva.com,https://deckscapesofva.com/blog/patio-cost-northern-va,deckscapesofva.com #23,,,1.25,"ai_overview, popular_products, people_also_ask, discussions_and_forums, organic, related_searches, images"
mortared flagstone walkway,30,0,,0.10000000149011612,transactional,1,23,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #23,,,1.25,"ai_overview, video, people_also_ask, organic, discussions_and_forums, short_videos, related_searches, images"
virginia basement waterproofing,30,0,,0.029999999329447746,commercial,1,23,fairfaxcontractor.com,https://fairfaxcontractor.com/basement-waterproofing-contractor-northern-virginia/,fairfaxcontractor.com #23,,,1.25,"local_pack, organic, people_also_ask, related_searches"
virginia general contractor llc,30,0,,0.07000000029802322,navigational,1,23,fairfaxcontractor.com,https://fairfaxcontractor.com/,fairfaxcontractor.com #23,,,1.25,"organic, local_pack, people_also_search, related_searches"
screened porch to 4 season room,30,0,8.020000457763672,0.5,commercial,1,23,steadfastinc.com,https://www.steadfastinc.com/blog/converting-porch-into-3-season-room,steadfastinc.com #23,,,1.25,"ai_overview, video, organic, people_also_ask, related_searches, images"
building enclosed deck,30,0,7.320000171661377,0.9399999976158142,informational,1,23,sunburstdeck.com,https://sunburstdeck.com/enclosed-deck-ideas-for-the-new-year/,sunburstdeck.com #23,,,1.25,"video, ai_overview, discussions_and_forums, people_also_ask, organic, images, related_searches"
patio building company,20,35,1.059999942779541,0.28999999165534973,commercial,3,15,fortress.builders,https://fortress.builders/,fortress.builders #15; coreoutdoor.com #36; battlefielddecks.com #56,,,1.25,"local_pack, organic, people_also_ask, images, related_searches"
outdoor fireplace cost calculator,20,0,6.519999980926514,0.25,informational,1,15,deckscapesofva.com,https://deckscapesofva.com/blog/custom-outdoor-fireplaces-northern-va,deckscapesofva.com #15,,,1.25,"ai_overview, organic, people_also_ask, related_searches, images"
inside outside handyman,20,0,,0.05999999865889549,transactional,1,15,fairfaxcontractor.com,https://fairfaxcontractor.com/handyman-contractor-northern-virginia/,fairfaxcontractor.com #15,,,1.25,"local_pack, organic, people_also_ask, images"
stone walkway mortar,20,0,0.4000000059604645,1,transactional,1,15,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #15,,,1.25,"ai_overview, video, people_also_ask, discussions_and_forums, organic, related_searches, images"
hoa fence rules,110,0,,0.009999999776482582,informational,1,88,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #88,,,1.24,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches, images"
laws on fence height,70,2,0.03999999910593033,0.03999999910593033,informational,1,56,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #56,,,1.23,"ai_overview, organic, people_also_ask, video, perspectives, related_searches"
3 season patio enclosure,70,0,11.100000381469727,0.9900000095367432,commercial,1,56,steadfastinc.com,https://www.steadfastinc.com/blog/converting-porch-into-3-season-room,steadfastinc.com #56,,,1.23,"organic, popular_products, video, people_also_ask, local_pack, related_searches, images"
how to care for trex decking,50,0,1.2400000095367432,0.5400000214576721,informational,1,40,battlefielddecks.com,https://battlefielddecks.com/how-to-clean-trex-decking/,battlefielddecks.com #40,,,1.22,"ai_overview, organic, people_also_ask, video, perspectives, related_searches"
new construction lansing mi,50,0,3.380000114440918,0.5799999833106995,commercial,1,40,commconstruct.com,https://commconstruct.com/building,commconstruct.com #40,,,1.22,"organic, local_pack, related_searches"
front porch renovation contractors,50,0,11.279999732971191,0.14000000059604645,commercial,1,40,steadfastinc.com,https://www.steadfastinc.com/front-porches,steadfastinc.com #40,,,1.22,"local_pack, people_also_ask, organic, related_searches"
pvc decking vs composite price,50,0,8.140000343322754,0.75,commercial,1,40,sunburstdeck.com,https://sunburstdeck.com/guide-to-timbertech-decking-costs/,sunburstdeck.com #40,,,1.22,"ai_overview, organic, people_also_ask, video, discussions_and_forums, related_searches"
driveway and patio contractors,70,0,18.600000381469727,0.009999999776482582,commercial,1,57,steadfastinc.com,https://www.steadfastinc.com/patios,steadfastinc.com #57,,,1.21,"local_pack, organic, people_also_ask, perspectives, discussions_and_forums, related_searches, images"
resurfacing a deck with trex,40,0,8.819999694824219,0.5,transactional,1,32,deckguru.com,https://deckguru.com/a-guide-to-trex-decking/,deckguru.com #32,,,1.21,"video, organic, ai_overview, people_also_ask, discussions_and_forums, short_videos, related_searches, images"
putting a fence up rules,40,4,0.019999999552965164,0.05999999865889549,transactional,1,32,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #32,,,1.21,"ai_overview, video, people_also_ask, organic, discussions_and_forums, perspectives, related_searches"
is calcium chloride safe for pavers,40,0,,0,informational,1,32,sunburstdeck.com,https://sunburstdeck.com/is-ice-melt-safe-for-my-patio-pavers/,sunburstdeck.com #32,,,1.21,"ai_overview, organic, people_also_ask, discussions_and_forums, short_videos, related_searches"
timbertech board sizes,40,7,0.41999998688697815,0.9200000166893005,navigational,1,32,sunburstdeck.com,https://sunburstdeck.com/guide-to-timbertech-decking-costs/,sunburstdeck.com #32,,,1.21,"ai_overview, organic, people_also_ask, images, popular_products, related_searches"
outdoor builder near me,30,23,9.470000267028809,0.8199999928474426,commercial,2,24,battlefielddecks.com,https://battlefielddecks.com/,battlefielddecks.com #24; stoneridgeoutdoor.com #29,,,1.2,"local_pack, people_also_ask, organic, related_searches"
home builders brighton mi,30,0,2.259999990463257,0.7200000286102295,commercial,1,24,commconstruct.com,https://commconstruct.com/livingston-county-mi-home-remodeling,commconstruct.com #24,,,1.2,"local_pack, organic, people_also_ask, related_searches"
kitchen pro cabinets and countertops,30,0,13.989999771118164,0.07999999821186066,transactional,1,24,commconstruct.com,https://commconstruct.com/kitchen-remodeling,commconstruct.com #24,,,1.2,"organic, related_searches, google_reviews, knowledge_graph, images"
platinum kitchens and design,30,0,1.7300000190734863,0.28999999165534973,navigational,1,24,commconstruct.com,https://commconstruct.com/kitchen-remodeling,commconstruct.com #24,,,1.2,"organic, ai_overview, people_also_ask, related_searches, knowledge_graph, google_reviews, third_party_reviews, images"
hide under deck,30,0,0.4099999964237213,0.3400000035762787,informational,1,24,coreoutdoor.com,https://www.coreoutdoor.com/most-popular/2024/01/5-best-ways-to-finish-the-underside-of-decks-porches/,coreoutdoor.com #24,,,1.2,"organic, ai_overview, video, images, popular_products, people_also_search, short_videos, discussions_and_forums, related_searches"
landscape and decking,30,16,18.399999618530273,0.6100000143051147,informational,1,24,deckscapesofva.com,https://deckscapesofva.com/,deckscapesofva.com #24,,,1.2,"local_pack, people_also_ask, organic, images, video, popular_products, related_searches"
aco floor drain,30,0,2.740000009536743,1,transactional,1,24,fairfaxcontractor.com,https://fairfaxcontractor.com/aco-floor-drain-system/,fairfaxcontractor.com #24,,,1.2,"organic, popular_products, video, related_searches, images"
mortar for brick patio,30,0,1.4800000190734863,0.7799999713897705,transactional,1,24,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #24,,,1.2,"ai_overview, video, people_also_ask, organic, discussions_and_forums, popular_products, related_searches, images"
powder coating in virginia,30,0,3.4200000762939453,0.15000000596046448,commercial,1,24,fairfaxcontractor.com,https://fairfaxcontractor.com/powder-coating-fabricator-northern-virginia/,fairfaxcontractor.com #24,,,1.2,"local_pack, organic, people_also_ask, related_searches"
wrought iron railings restoration,30,0,0.30000001192092896,0.38999998569488525,informational,1,24,fairfaxcontractor.com,https://fairfaxcontractor.com/fairfax-contractor-wrought-iron-railing-repair/,fairfaxcontractor.com #24,,,1.2,"local_pack, people_also_ask, video, organic, discussions_and_forums, related_searches, images"
screen porch vs 3 season room,30,0,,0.2800000011920929,informational,2,24,steadfastinc.com,https://www.steadfastinc.com/blog/three-season-porch-vs-four-season-porch,steadfastinc.com #24; sunburstdeck.com #40,,,1.2,"ai_overview, organic, people_also_ask, video, related_searches, images"
screened in porch vs 3-season room,30,0,,0.12999999523162842,commercial,1,24,steadfastinc.com,https://www.steadfastinc.com/blog/three-season-porch-vs-four-season-porch,steadfastinc.com #24,,,1.2,"ai_overview, organic, people_also_ask, related_searches, images"
custom carport builder,30,1,3.2100000381469727,0.49000000953674316,commercial,1,24,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/richmond/carports/,stoneridgeoutdoor.com #24,,,1.2,"organic, local_pack, images, popular_products, related_searches"
how much is a 3 season room,30,0,12.399999618530273,0.5799999833106995,informational,1,24,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #24,,,1.2,"ai_overview, organic, people_also_ask, discussions_and_forums, video, images, related_searches"
stoneridge barn,70,0,,0,navigational,1,58,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/,stoneridgeoutdoor.com #58,,,1.19,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, third_party_reviews, images"
james deck,50,0,,0,informational,1,41,craigsundecks.com,https://craigsundecks.com/,craigsundecks.com #41,,,1.19,"images, organic, people_also_ask"
steel fences near me,90,1,7.639999866485596,0.8600000143051147,transactional,1,75,nvdeck.com,https://www.nvdeck.com/fences-aluminum-steel-fences-p16,nvdeck.com #75,,,1.18,"local_pack, organic, related_searches"
common ground construction,40,0,40.849998474121094,0.10999999940395355,navigational,1,33,commconstruct.com,https://commconstruct.com/,commconstruct.com #33,,,1.18,"organic, local_pack, related_searches, knowledge_graph"
looking for contractor near me,40,20,13.380000114440918,0.8700000047683716,navigational,1,33,commconstruct.com,https://commconstruct.com/traverse-city-mi,commconstruct.com #33,,,1.18,"local_pack, people_also_ask, organic, related_searches, images"
average cost to rebuild deck,40,0,9.529999732971191,0.6499999761581421,informational,1,33,deckguru.com,https://deckguru.com/blog/how-much-does-a-deck-replacement-cost/,deckguru.com #33,,,1.18,"ai_overview, organic, people_also_ask, discussions_and_forums, video, perspectives, related_searches"
porch column replacement contractors near me,40,0,6.730000019073486,0.5699999928474426,commercial,1,33,steadfastinc.com,https://www.steadfastinc.com/service-area/arlington-va,steadfastinc.com #33,,,1.18,"local_pack, organic, people_also_ask, related_searches"
grand rapids home remodeling contractors,20,25,,0.5199999809265137,commercial,1,16,commconstruct.com,https://commconstruct.com/east-grand-rapids-remodeling,commconstruct.com #16,,,1.18,"local_pack, people_also_ask, organic, related_searches"
northern va landscape design,20,17,15.989999771118164,0.8100000023841858,informational,1,16,deckscapesofva.com,https://deckscapesofva.com/services/landscaping,deckscapesofva.com #16,,,1.18,"local_pack, organic, related_searches"
who installs gravel driveways,20,0,1.6100000143051147,0.49000000953674316,commercial,1,16,fairfaxcontractor.com,https://fairfaxcontractor.com/gravel-driveway-contractor-northern-virginia/,fairfaxcontractor.com #16,,,1.18,"local_pack, organic, people_also_ask, perspectives, related_searches"
window well full of water,20,0,11.260000228881836,0.07999999821186066,transactional,1,16,fairfaxcontractor.com,https://fairfaxcontractor.com/flooding-window-wells/,fairfaxcontractor.com #16,,,1.18,"ai_overview, organic, video, people_also_ask, related_searches, images"
turn front porch into sunroom,20,0,20.709999084472656,0.4000000059604645,informational,1,16,steadfastinc.com,https://www.steadfastinc.com/blog/converting-porch-into-3-season-room,steadfastinc.com #16,,,1.18,"ai_overview, organic, video, people_also_ask, discussions_and_forums, short_videos, related_searches, images"
custom built deck,90,24,5.170000076293945,0.49000000953674316,transactional,1,76,battlefielddecks.com,https://battlefielddecks.com/decks/chantilly/,battlefielddecks.com #76,,,1.17,"local_pack, people_also_ask, organic, video, images, popular_products, related_searches"
shower remodel cost near me,90,7,12.75,0.6299999952316284,commercial,1,76,commconstruct.com,https://commconstruct.com/news/michigan-bathroom-remodel-cost-roi-guide-2026,commconstruct.com #76,,,1.17,"ai_overview, organic, people_also_ask, local_pack, related_searches, images"
southern decks,70,0,7.889999866485596,0.11999999731779099,informational,1,59,craigsundecks.com,https://craigsundecks.com/,craigsundecks.com #59,,,1.17,"organic, people_also_search, related_searches, knowledge_graph, google_reviews, images"
affordable decks virginia beach,70,0,6.150000095367432,0.2800000011920929,commercial,1,59,decksva.com,https://www.decksva.com/,decksva.com #59,,,1.17,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, third_party_reviews"
how tall can a fence be,110,0,,0.019999999552965164,informational,1,94,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #94,,,1.16,"ai_overview, organic, people_also_ask, discussions_and_forums, short_videos, related_searches, images"
community builders tulsa,50,0,,0.019999999552965164,navigational,1,42,commconstruct.com,https://commconstruct.com/,commconstruct.com #42,,,1.16,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, third_party_reviews"
sunrooms manufacturers,110,25,12.529999732971191,0.9800000190734863,commercial,1,95,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/,stoneridgeoutdoor.com #95,,,1.15,"ai_overview, organic, local_pack, related_searches, images"
how to clean trex decking stains,70,0,0.8199999928474426,0.5199999809265137,informational,1,60,battlefielddecks.com,https://battlefielddecks.com/how-to-clean-trex-decking/,battlefielddecks.com #60,,,1.15,"ai_overview, organic, people_also_ask, video, short_videos, related_searches"
sunforest building company,30,0,,0.019999999552965164,navigational,1,25,commconstruct.com,https://commconstruct.com/building,commconstruct.com #25,,,1.15,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, people_also_search"
how many deck footings do i need,30,0,,0.10000000149011612,informational,1,25,deckguru.com,https://deckguru.com/best-types-of-deck-footings-for-your-home/,deckguru.com #25,,,1.15,"ai_overview, organic, images, people_also_ask, video, related_searches"
how to pressure wash a composite deck,30,0,,0.6100000143051147,informational,1,25,deckguru.com,https://deckguru.com/how-to-clean-a-composite-deck/,deckguru.com #25,,,1.15,"ai_overview, video, people_also_ask, organic, short_videos, related_searches, images"
trex lighting warranty,30,5,,0.019999999552965164,informational,1,25,deckguru.com,https://deckguru.com/warranty-info-download/,deckguru.com #25,,,1.15,"organic, ai_overview, people_also_ask, related_searches"
trex restore,30,2,0.4099999964237213,0.8799999952316284,navigational,1,25,deckguru.com,https://deckguru.com/can-you-resurface-trex-decking/,deckguru.com #25,,,1.15,"ai_overview, video, people_also_ask, organic, related_searches"
under the deck drainage system,30,0,2.740000009536743,1,transactional,1,25,deckscapesofva.com,https://deckscapesofva.com/blog/what-is-under-deck-drainage-and-best-options,deckscapesofva.com #25,,,1.15,"video, organic, images, popular_products, perspectives, people_also_ask, local_pack, related_searches"
exterior handyman,30,10,7.300000190734863,0.8600000143051147,commercial,1,25,fairfaxcontractor.com,https://fairfaxcontractor.com/handyman-contractor-northern-virginia/,fairfaxcontractor.com #25,,,1.15,"local_pack, organic, people_also_ask, related_searches, images"
interlocking contractor,30,13,,0,navigational,1,25,fairfaxcontractor.com,https://fairfaxcontractor.com/interlocking-concrete-paver-patio-contractor-northern-virginia/,fairfaxcontractor.com #25,,,1.15,"local_pack, people_also_ask, organic, images, related_searches"
general contractor falls church va,30,4,1.7599999904632568,0.8999999761581421,commercial,1,25,steadfastinc.com,https://www.steadfastinc.com/service-area/falls-church-va,steadfastinc.com #25,,,1.15,"local_pack, organic"
residential deck builder,90,39,14.59000015258789,0.1599999964237213,commercial,1,78,decksva.com,https://www.decksva.com/,decksva.com #78,,,1.14,"local_pack, organic, related_searches, images"
decks by derek,50,0,23.770000457763672,0.14000000059604645,navigational,5,43,nvdeck.com,https://www.nvdeck.com/,nvdeck.com #43; steadfastinc.com #45; battlefielddecks.com #50; coreoutdoor.com #59; decksva.com #72,,,1.14,"organic, related_searches, knowledge_graph, google_reviews, third_party_reviews, images"
porch restoration near me,50,3,6.529999732971191,0.6600000262260437,commercial,1,43,steadfastinc.com,https://www.steadfastinc.com/service-area/arlington-va,steadfastinc.com #43,,,1.14,"local_pack, people_also_ask, organic, related_searches"
palmer construction lansing mi,40,0,22.239999771118164,0.4399999976158142,navigational,1,34,commconstruct.com,https://commconstruct.com/,commconstruct.com #34,,,1.14,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, third_party_reviews, images"
horizontal skirting under-deck,40,0,0.550000011920929,0.10000000149011612,transactional,1,34,deckguru.com,https://deckguru.com/blog/deck-skirting-ideas-2025/,deckguru.com #34,,,1.14,"images, organic, video, people_also_ask, discussions_and_forums, related_searches"
water repellent deck stain,40,7,0.23000000417232513,0.8100000023841858,transactional,1,34,deckguru.com,https://deckguru.com/different-types-of-deck-stains/,deckguru.com #34,,,1.14,"ai_overview, organic, people_also_ask, popular_products, discussions_and_forums, video, related_searches, images"
porch enclosure companies,40,25,13.539999961853027,0.5,commercial,1,34,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/richmond/porch-enclosures,stoneridgeoutdoor.com #34,,,1.14,"local_pack, organic, people_also_ask, perspectives, related_searches, popular_products, images"
how much does a four seasons sunroom cost,40,0,12.4399995803833,0.8100000023841858,informational,1,34,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #34,,,1.14,"featured_snippet, people_also_ask, discussions_and_forums, organic, related_searches"
fence codes,70,0,,0.019999999552965164,informational,1,61,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #61,,,1.13,"ai_overview, video, people_also_ask, organic, perspectives, related_searches, images"
is sunroom one word,70,5,,0,informational,1,61,steadfastinc.com,https://www.steadfastinc.com/blog/what-to-know-before-adding-a-sunroom,steadfastinc.com #61,,,1.13,"ai_overview, people_also_ask, organic, related_searches"
porch replacement near me,90,0,11.430000305175781,0.8899999856948853,commercial,1,79,steadfastinc.com,https://www.steadfastinc.com/service-area/falls-church-va,steadfastinc.com #79,,,1.12,"ai_overview, organic, people_also_ask, related_searches, google_reviews, knowledge_graph"
affordable custom decks,70,1,6.150000095367432,0.2800000011920929,transactional,1,62,decksva.com,https://www.decksva.com/,decksva.com #62,,,1.11,"organic, discussions_and_forums, people_also_ask, related_searches, third_party_reviews, google_reviews, knowledge_graph, popular_products"
fence rules,70,4,,0.019999999552965164,informational,1,62,nvdeck.com,https://www.nvdeck.com/virginia-fence-law,nvdeck.com #62,,,1.11,"ai_overview, images, people_also_ask, organic, video, perspectives, related_searches"
sun room installers,70,29,17.15999984741211,0.9900000095367432,commercial,1,62,steadfastinc.com,https://www.steadfastinc.com/sunrooms,steadfastinc.com #62,,,1.11,"local_pack, people_also_ask, organic, people_also_search, related_searches, images"
mold on trex decking removal,50,0,0.9700000286102295,0.8899999856948853,informational,1,44,battlefielddecks.com,https://battlefielddecks.com/how-to-clean-trex-decking/,battlefielddecks.com #44,,,1.11,"ai_overview, organic, people_also_ask, video, related_searches"
patio repair services near me,40,0,2.5799999237060547,0.5799999833106995,commercial,1,35,deckguru.com,https://deckguru.com/patio-repair/,deckguru.com #35,,,1.11,"local_pack, people_also_ask, organic, related_searches"
residential deck contractors near me,40,17,5.139999866485596,1,commercial,1,35,decksva.com,https://www.decksva.com/,decksva.com #35,,,1.11,"local_pack, people_also_ask, organic, related_searches"
northern exteriors llc,40,0,,0.05000000074505806,navigational,1,35,noverraexteriors.com,https://noverraexteriors.com/,noverraexteriors.com #35,,,1.11,"organic, related_searches, google_reviews, knowledge_graph"
building a four season room,40,0,28.200000762939453,0.8500000238418579,informational,1,35,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #35,,,1.11,"video, people_also_ask, organic, discussions_and_forums, perspectives, images, related_searches"
daystar gazebos,40,5,7.970000267028809,0.5799999833106995,transactional,1,35,sunburstdeck.com,https://sunburstdeck.com/,sunburstdeck.com #35,,,1.11,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews, third_party_reviews, images"
does a deck count as square footage,40,2,,0,informational,1,35,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #35,,,1.11,"ai_overview, organic, people_also_ask, questions_and_answers, related_searches"
custom deck and design,30,18,,0.25999999046325684,navigational,2,26,battlefielddecks.com,https://battlefielddecks.com/experienced-deck-builder-patio-contractor-in-northern-virginia-fairfax/,battlefielddecks.com #26; velerodeckdesigns.com #57,,,1.11,"local_pack, organic, video, related_searches, popular_products"
what is the cost of trex decking,30,0,1.350000023841858,0.949999988079071,commercial,2,26,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #26; battlefielddecks.com #69,,,1.11,"popular_products, people_also_ask, organic, related_searches, images"
